time,temperature,pressure,humidity,particle1,particle2,particle3,speed,rain,direction
2023-11-16 21:12:30,11.67,864.82,57.64,17,30,30,0,0,
2023-11-16 21:27:30,11.39,864.78,58.35,16,25,27,0,0,
2023-11-16 21:42:30,10.94,864.49,66.08,28,47,49,0.6,0,S
2023-11-16 21:57:30,11.4,864.15,61.07,29,52,53,2.9,0,NE
2023-11-16 22:12:30,10.54,864.18,67.31,32,58,63,1.64,0,SW
2023-11-16 22:27:30,10.63,864.02,67.27,31,55,55,0.98,0,SE
2023-11-16 22:42:30,10.23,863.86,69.9,30,49,52,0,0,
2023-11-16 22:57:30,9.99,863.79,69.94,35,58,64,0,0,
2023-11-16 23:12:30,10.47,863.66,66.02,28,53,60,0.02,0,SE
2023-11-16 23:27:30,10.44,863.65,67.49,23,45,48,0.29,0,S
2023-11-16 23:42:30,10.57,863.4,67.81,38,63,64,0.75,0,S
2023-11-16 23:57:30,11.01,863.12,64.72,28,54,56,4.17,0,NE
2023-11-17 0:12:30,10.57,863.35,69.27,28,52,53,1.69,0,E
2023-11-17 0:27:30,10.76,863.18,67.32,30,57,62,0.74,0,SE
2023-11-17 0:42:30,10.43,863.04,69.9,28,55,59,0.61,0,SW
2023-11-17 0:57:30,10.69,863.14,67.48,29,53,54,1.88,0,E
2023-11-17 1:12:30,10.57,862.94,68.84,32,60,66,2.39,0,NE
2023-11-17 1:27:30,10.67,862.89,67.68,31,57,59,4.18,0,E
2023-11-17 1:42:30,10.69,862.3,67.57,29,50,52,1.7,0,E
2023-11-17 1:57:30,10.86,862.19,65.79,29,55,57,3.51,0,E
2023-11-17 2:12:30,10.6,862.48,66.57,24,44,46,0.55,0,S
2023-11-17 2:27:30,10.23,862.8,72.51,24,44,46,1.75,0,NE
2023-11-17 2:42:30,9.14,862.95,81.85,22,47,51,2.55,0.2794,N
2023-11-17 2:57:30,8.97,862.93,83.05,20,42,45,3.22,0.2794,NW
2023-11-17 3:12:30,9.14,863,81.84,18,32,32,3.01,0,NW
2023-11-17 3:27:30,8.79,862.93,84.79,18,36,38,2.05,0.2794,W
2023-11-17 3:42:30,8.67,862.65,87.28,16,32,33,1.33,0.5588,W
2023-11-17 3:57:30,8.79,862.58,87.08,14,26,26,1.47,0.2794,W
2023-11-17 4:12:30,8.38,862.76,91.44,14,28,29,0.65,0,NW
2023-11-17 4:27:30,8.29,863.34,93.26,15,27,29,0.42,0.5588,W
2023-11-17 4:42:30,8.12,863.69,94.44,13,22,22,1.93,1.1176,S
2023-11-17 4:57:30,7.75,863.66,95.81,10,20,20,3.18,0.5588,NW
2023-11-17 5:12:30,8.02,863.65,97.23,20,41,42,2.51,0,NE
2023-11-17 5:27:30,7.76,863.59,98.6,19,38,41,2.72,0.2794,NW
2023-11-17 5:42:30,7.46,863.92,98.91,13,29,30,2.13,0,NW
2023-11-17 5:57:30,6.36,864.51,97.59,6,12,13,2.63,0,NE
2023-11-17 6:12:30,5.62,864.83,98.2,2,5,5,2.57,0.2794,N
2023-11-17 6:27:30,5.44,865.17,98.07,1,3,3,2.58,0,N
2023-11-17 6:42:30,5.39,864.81,97.93,1,1,1,2.54,0,N
2023-11-17 6:57:30,5.44,865.19,97.16,1,2,2,2.07,0,NW
2023-11-17 7:12:30,5.51,865.95,97.72,1,3,3,1.53,0,NE
2023-11-17 7:27:30,5.43,866.27,97.04,1,2,2,2.69,0,N
2023-11-17 7:42:30,5.51,866.3,94.38,0,1,1,2.82,0,N
2023-11-17 7:57:30,5.49,865.93,94.31,2,3,3,1.72,0,NE
2023-11-17 8:12:30,5.51,866.06,94.74,2,3,3,1.46,0,N
2023-11-17 8:27:30,5.57,866.16,96.29,3,5,5,2.52,0,N
2023-11-17 8:42:30,5.73,866.4,96.8,7,10,10,2.32,0,NW
2023-11-17 8:57:30,5.96,866.81,94.22,4,7,7,2.71,0,NW
2023-11-17 9:12:30,6.02,866.89,92.73,1,2,2,2.13,0,NW
2023-11-17 9:27:30,6.15,866.99,91.88,2,3,3,1.46,0,NW
2023-11-17 9:42:30,6.29,867.31,89.92,2,3,3,2.01,0,W
2023-11-17 9:57:30,6.85,867.23,86.12,3,4,4,1.29,0,N
2023-11-17 10:12:30,7.24,867.13,84.41,3,5,5,1.95,0,NE
2023-11-17 10:27:30,7.56,867.27,83.18,23,34,36,1.71,0,NW
2023-11-17 10:42:30,7.96,867.32,81.59,4,7,7,2.62,0,NE
2023-11-17 10:57:30,8.29,867.45,78.72,2,2,2,2.97,0,NE
2023-11-17 11:12:30,8.29,867.64,77.97,3,4,5,2.05,0,N
2023-11-17 11:27:30,8.77,867.82,74.53,3,6,7,2.46,0,N
2023-11-17 11:42:30,9.52,867.78,73.33,5,6,7,2.97,0,N
2023-11-17 11:57:30,11.56,867.69,67.31,8,13,15,2.57,0,N
2023-11-17 12:12:30,11.85,867.6,60.92,20,27,29,3.2,0,N
2023-11-17 12:27:30,12.15,867.59,55.77,4,6,6,3.17,0,S
2023-11-17 12:42:30,12.46,867.69,51.92,4,5,5,4.1,0,S
2023-11-17 12:57:30,11.78,867.61,49.54,1,3,4,4.5,0,S
2023-11-17 13:12:30,12.96,867.57,42.54,2,2,2,4.64,0,S
2023-11-17 13:27:30,10.53,867.67,47.04,0,1,1,7.44,0,S
2023-11-17 13:42:30,11.6,867.74,47.74,0,0,0,5.18,0,S
2023-11-17 13:57:30,10.15,867.95,56.83,1,2,2,4.18,0,W
2023-11-17 14:12:30,9.91,867.86,54.23,2,2,2,2.28,0,W
2023-11-17 14:27:30,11.17,867.96,53.96,1,2,2,3.34,0,W
2023-11-17 14:42:30,13.12,868,46.36,0,1,1,3.77,0,SW
2023-11-17 14:57:30,12.72,867.82,43.63,0,1,1,4.27,0,S
2023-11-17 15:12:30,10.83,867.89,48.39,1,1,2,2.82,0,W
2023-11-17 15:27:30,11.12,867.91,40.86,0,1,1,4.26,0,S
2023-11-17 15:42:30,10.99,868.14,37.45,0,0,0,6.19,0.2794,S
2023-11-17 15:57:30,11.32,868.42,37.44,0,1,1,4.72,0,SW
2023-11-17 16:12:30,11.16,868.48,33.97,2,3,4,5.01,0,S
2023-11-17 16:27:30,9.91,868.53,35.13,0,0,0,5.44,0,SW
2023-11-17 16:42:30,9.64,868.85,35.7,1,2,2,4.12,0,SW
2023-11-17 16:57:30,9.87,868.87,36.75,1,1,1,2.58,0,S
2023-11-17 17:12:30,9.51,868.91,39.28,2,4,6,2.18,0,S
2023-11-17 17:27:30,9.02,868.96,40.44,4,4,4,1.67,0,SW
2023-11-17 17:42:30,8.13,868.94,42.74,3,3,4,0.3,0,SE
2023-11-17 17:57:30,7.75,868.94,45.35,9,14,14,0.33,0,S
2023-11-17 18:12:30,7.79,868.92,43.77,3,4,4,0.07,0,S
2023-11-17 18:27:30,7.66,868.93,43.44,4,6,7,0,0,
2023-11-17 18:42:30,6.78,869.07,47.75,5,7,7,0,0,
2023-11-17 18:57:30,6.88,868.91,45.83,4,6,7,0,0,
2023-11-17 19:12:30,7.24,869.06,48.28,7,8,10,0.37,0,S
2023-11-17 19:27:30,8.09,869.09,46.49,10,16,17,0.45,0,W
2023-11-17 19:42:30,7.53,869.01,49.4,10,14,15,0.03,0,SW
2023-11-17 19:57:30,7.62,869.11,47.65,4,6,6,0.14,0,SW
2023-11-17 20:12:30,8.08,868.95,44.9,5,8,8,0.1,0,W
2023-11-17 20:27:30,7.93,868.95,46.14,2,4,5,0.37,0,SW
2023-11-17 20:42:30,7.8,869.02,45.57,2,3,3,0.15,0,W
2023-11-17 20:57:30,7.86,869.02,46.25,2,3,4,0,0,
2023-11-17 21:12:30,7.5,869.07,47.26,2,2,3,0,0,
2023-11-17 21:27:30,7.52,869.13,46.84,3,4,4,0.38,0,SW
2023-11-17 21:42:30,7.36,869.23,48.85,3,5,5,1.21,0,W
2023-11-17 21:57:30,7.04,869.16,49.61,1,2,2,0.75,0,W
2023-11-17 22:12:30,7.28,869.28,49,2,3,3,1.05,0,W
2023-11-17 22:27:30,7.12,869.3,49.77,1,2,2,0.99,0,W
2023-11-17 22:42:30,7.11,869.39,50.3,1,3,3,0.98,0,W
2023-11-17 22:57:30,7.11,869.42,51.68,2,3,3,0.43,0,W
2023-11-17 23:12:30,6.77,869.42,54.27,3,4,4,0.26,0,W
2023-11-17 23:27:30,6.67,869.24,54.2,2,3,3,0,0,
2023-11-17 23:42:30,6.96,869.18,55.31,2,5,5,0,0,
2023-11-17 23:57:30,7.37,868.96,55.2,1,2,2,0.18,0,W
2023-11-18 0:12:30,7.46,869,55.45,2,3,3,0.55,0,W
2023-11-18 0:27:29,7.5,869.05,55.91,1,1,1,0.96,0,W
2023-11-18 0:42:29,7.32,869.12,56.47,2,3,3,0.56,0,S
2023-11-18 0:57:29,7.19,868.94,57.75,0,1,2,0.13,0,SW
2023-11-18 1:12:29,6.7,868.98,57.25,12,19,19,0.2,0,SW
2023-11-18 1:27:29,6.62,869,58.47,11,19,20,0,0,
2023-11-18 1:42:29,6.66,868.93,56.85,15,24,26,0.42,0,SW
2023-11-18 1:57:29,6.76,868.54,59.13,11,19,20,1.6,0,SE
2023-11-18 2:12:29,6.53,868.51,60.11,9,14,15,1.02,0,S
2023-11-18 2:27:29,6.2,868.75,61.61,11,18,19,0,0,
2023-11-18 2:42:29,6.22,869.1,60.08,16,26,28,0.64,0,W
2023-11-18 2:57:29,6.33,869.17,59.63,17,27,29,3.54,0,NW
2023-11-18 3:12:29,6.38,869.29,60.64,14,22,22,2.65,0,SW
2023-11-18 3:27:29,6.52,869.27,60.57,12,19,20,3.42,0,SW
2023-11-18 3:42:29,6.32,868.81,61.98,13,21,23,2.39,0,E
2023-11-18 3:57:29,6.06,868.97,63.64,10,16,18,0.65,0,SW
2023-11-18 4:12:29,6.01,868.89,63.3,12,19,22,1.27,0,E
2023-11-18 4:27:29,5.45,868.83,65.34,11,17,17,2.58,0,SW
2023-11-18 4:42:29,5.47,868.76,65.45,7,11,14,1.75,0,SW
2023-11-18 4:57:29,5.19,868.69,65.35,3,4,5,0.98,0,SE
2023-11-18 5:12:29,4.72,868.57,66.61,1,3,3,0.04,0,SW
2023-11-18 5:27:29,4.53,868.49,67.75,1,2,2,0,0,
2023-11-18 5:42:29,4.9,868.28,67.34,3,5,7,0.53,0,S
2023-11-18 5:57:29,4.53,868.51,68.87,5,9,9,0.8,0,SE
2023-11-18 6:12:29,4.7,868.65,68.56,4,8,9,0.27,0,SE
2023-11-18 6:27:29,4.68,868.59,68.98,7,13,14,1.14,0,SE
2023-11-18 6:42:29,4.85,868.54,68.15,6,10,13,0.87,0,E
2023-11-18 6:57:29,5.26,868.36,65.89,15,21,21,2.51,0,E
2023-11-18 7:12:29,5.82,868.44,63.5,5,11,14,4.26,0,NE
2023-11-18 7:27:29,5.78,868.27,63.07,4,9,10,5.45,0,NE
2023-11-18 7:42:29,5.21,868.26,65.3,9,14,14,3.28,0,E
2023-11-18 7:57:29,5.65,868.37,64.06,11,20,20,3.8,0,E
2023-11-18 8:12:29,5.81,868.59,64.03,8,14,15,4.31,0,E
2023-11-18 8:27:29,4.46,868.64,70.76,8,14,15,0.23,0,S
2023-11-18 8:42:29,5.22,868.62,69.43,10,17,17,0.48,0,SE
2023-11-18 8:57:29,5.55,868.84,68.73,10,16,21,0.87,0,SE
2023-11-18 9:12:29,5.83,868.8,68.36,10,16,16,2.59,0,N
2023-11-18 9:27:29,6.31,868.77,66.56,9,14,15,2.33,0,S
2023-11-18 9:42:29,6.49,868.86,66.03,8,11,11,2.32,0,SE
2023-11-18 9:57:29,6.98,868.97,64.51,8,10,11,0.99,0,NW
2023-11-18 10:12:29,7.03,869.02,64.07,6,10,10,1.35,0,W
2023-11-18 10:27:29,7.47,868.88,62.97,23,38,40,1.39,0,W
2023-11-18 10:42:29,7.66,868.95,61.61,11,19,19,1.53,0,S
2023-11-18 10:57:29,8.05,868.79,59.66,11,16,17,0.48,0,S
2023-11-18 11:12:29,8.69,868.82,59.39,6,12,14,0.74,0,S
2023-11-18 11:27:29,10.12,868.71,55.3,9,13,13,1.28,0,S
2023-11-18 11:42:29,10.87,868.64,54.89,13,20,21,1.46,0,SW
2023-11-18 11:57:29,11.78,868.53,50.57,11,17,19,1.91,0,S
2023-11-18 12:12:29,12.02,868.5,51.18,21,33,33,1.53,0,SW
2023-11-18 12:27:29,11.07,868.44,54.56,14,20,20,0.87,0,W
2023-11-18 12:42:29,10.91,868.16,56.8,21,30,32,2.22,0,S
2023-11-18 12:57:29,12.33,868.05,53.17,18,31,31,0.86,0,W
2023-11-18 13:12:29,11.9,868.02,54.86,8,12,14,1.16,0,W
2023-11-18 13:27:29,14.35,867.85,48.82,11,18,18,1.66,0,S
2023-11-18 13:42:29,12.84,867.94,52.85,9,14,15,2.14,0,N
2023-11-18 13:57:29,13.08,867.86,51.44,9,15,16,2.11,0,N
2023-11-18 14:12:29,12.67,867.65,52.42,8,12,12,1.75,0,SW
2023-11-18 14:27:29,13.06,867.7,51.01,11,17,18,1.63,0,W
2023-11-18 14:42:29,15.04,867.69,45.25,9,14,14,1.45,0,NW
2023-11-18 14:57:29,14.36,867.62,42.72,9,13,13,2.1,0,N
2023-11-18 15:12:29,12.27,867.72,43.83,5,8,8,1.74,0,S
2023-11-18 15:27:29,12.24,867.76,45.13,7,10,10,2.05,0,N
2023-11-18 15:42:29,11.8,867.66,45.89,5,7,7,1.57,0,SW
2023-11-18 15:57:29,11.65,867.73,45.26,5,8,8,1.36,0,S
2023-11-18 16:12:29,11.73,867.91,46.21,8,11,13,1.82,0,SW
2023-11-18 16:27:29,11.75,867.89,47.64,8,11,12,1.29,0,NW
2023-11-18 16:42:29,11.64,867.9,47.33,8,13,15,2.04,0,S
2023-11-18 16:57:29,11.49,867.92,47.22,10,13,13,0.64,0,S
2023-11-18 17:12:29,10.99,867.89,49.11,8,12,12,0.49,0,SE
2023-11-18 17:27:29,10.8,867.91,49.66,10,17,18,0.76,0,SE
2023-11-18 17:42:29,10.48,867.7,50.79,15,24,27,0.45,0,SW
2023-11-18 17:57:29,10.36,867.73,50.76,12,18,19,0.51,0,SW
2023-11-18 18:12:29,9.98,867.74,53.17,14,23,23,0.26,0,SW
2023-11-18 18:27:29,9.66,867.81,52.12,11,17,17,0.11,0,SW
2023-11-18 18:42:29,9.25,868,53.24,17,28,29,0.24,0,SW
2023-11-18 18:57:29,9.07,868.06,53.84,15,21,21,0.13,0,SW
2023-11-18 19:12:29,8.82,867.88,56,16,26,26,0,0,
2023-11-18 19:27:29,10.44,867.86,48.7,6,8,9,1.03,0,W
2023-11-18 19:42:29,10.12,867.88,49.55,7,11,11,0.9,0,W
2023-11-18 19:57:29,9.87,867.93,49.3,7,10,11,0.36,0,W
2023-11-18 20:12:29,8.84,867.75,53.35,9,13,13,0.14,0,SW
2023-11-18 20:27:29,8.81,867.6,53.55,18,28,29,0,0,
2023-11-18 20:42:29,8.58,867.45,54.05,13,19,19,0,0,S
2023-11-18 20:57:29,9.43,867.1,50.88,17,27,27,2.53,0,NE
2023-11-18 21:12:29,8.53,867.2,54.59,24,34,34,1.43,0,SE
2023-11-18 21:27:29,8.52,867.1,54.54,19,32,33,1.28,0,S
2023-11-18 21:42:29,9.17,867.01,52.34,21,32,33,2.07,0,E
2023-11-18 21:57:29,9.51,866.88,51.46,24,42,46,3.75,0,NE
2023-11-18 22:12:29,9.71,866.73,51.2,20,35,40,3.41,0,E
2023-11-18 22:27:29,9.69,866.68,51.14,21,32,32,2.16,0,E
2023-11-18 22:42:29,9.29,866.55,53.26,23,33,34,2.06,0,SW
2023-11-18 22:57:29,9.34,866.62,52.45,19,29,31,0.83,0,S
2023-11-18 23:12:29,9.36,866.47,53.33,16,25,25,0.11,0,SE
2023-11-18 23:27:29,8.99,866.2,56.12,13,23,24,0,0,
2023-11-18 23:42:29,10.2,865.93,50.44,10,15,15,3.37,0,E
2023-11-18 23:57:29,10.5,865.84,49.7,6,10,10,1.89,0,W
2023-11-19 0:12:29,10.71,865.94,49.27,4,6,6,2.04,0,W
2023-11-19 0:27:29,10.53,865.59,50.73,6,8,8,1.22,0,W
2023-11-19 0:42:29,10.82,865.42,50.01,4,7,7,2.66,0,W
2023-11-19 0:57:29,10.45,865.42,51.95,5,6,6,1.01,0,SW
2023-11-19 1:12:29,10.51,865.19,52.06,5,9,9,1.63,0,W
2023-11-19 1:27:29,9.98,865.13,54.88,6,10,11,0.33,0,SE
2023-11-19 1:42:29,10.33,865.02,53.4,5,8,8,0.61,0,SE
2023-11-19 1:57:29,10.87,864.84,51.08,5,8,9,2.63,0,W
2023-11-19 2:12:29,10.56,864.67,52.23,6,8,8,1.33,0,SW
2023-11-19 2:27:29,10.16,864.55,53.8,5,8,9,0.3,0,SW
2023-11-19 2:42:29,9.56,864.48,55.99,5,7,8,0,0,
2023-11-19 2:57:29,9.59,864.35,56.21,10,18,18,1.31,0,NE
2023-11-19 3:12:29,8.7,864.35,59.84,9,15,16,0,0,
2023-11-19 3:27:29,8.65,864.22,59.25,7,10,11,0.45,0,S
2023-11-19 3:42:29,8.58,864.17,60.3,8,11,11,0,0,
2023-11-19 3:57:29,9.72,864.16,54.81,8,13,14,1.59,0,E
2023-11-19 4:12:29,9.97,863.89,53.17,10,15,16,2.46,0,E
2023-11-19 4:27:29,9.59,863.98,55.04,9,14,14,1.57,0,SE
2023-11-19 4:42:29,9.23,864.13,56.22,8,15,15,1.25,0,SW
2023-11-19 4:57:29,9.06,864,57.04,8,13,15,0.38,0,S
2023-11-19 5:12:29,9.24,863.59,56.28,9,16,16,3.13,0,NE
2023-11-19 5:27:29,9.32,863.69,56.09,9,18,18,2.52,0,E
2023-11-19 5:42:29,8.74,863.65,59.24,9,17,18,2.25,0,SE
2023-11-19 5:57:29,9.46,863.62,57.64,7,11,13,0.77,0,SW
2023-11-19 6:12:29,8.84,863.78,60.28,6,10,10,0,0,
2023-11-19 6:27:29,9.33,863.63,56.75,10,16,17,5.02,0,NE
2023-11-19 6:42:29,8.83,863.35,58.76,8,16,16,1.7,0,SW
2023-11-19 6:57:29,10.06,863.19,57.68,7,14,14,0.58,0,W
2023-11-19 7:12:29,10.09,863.23,57.79,7,11,12,1.55,0,W
2023-11-19 7:27:29,10.31,862.99,57.47,8,11,11,1.65,0,W
2023-11-19 7:42:29,10.71,862.94,56.32,6,11,12,2.74,0,W
2023-11-19 7:57:29,10.54,863.1,57.14,8,12,13,2.5,0,W
2023-11-19 8:12:28,10.75,862.84,56.46,9,14,14,1.49,0,NW
2023-11-19 8:27:28,11.22,862.68,54.96,9,13,15,2.83,0,NW
2023-11-19 8:42:28,11.49,862.92,54.35,9,13,13,2.71,0,NW
2023-11-19 8:57:28,11.67,862.78,53.57,8,11,11,2.82,0,NW
2023-11-19 9:12:28,11.96,862.83,52.84,9,12,13,3.27,0,NW
2023-11-19 9:27:28,11.88,863.02,54.28,9,14,14,2.99,0,N
2023-11-19 9:42:28,11.79,863.14,55.3,7,11,11,2.58,0,NW
2023-11-19 9:57:28,12.1,862.78,54.28,8,12,12,4.8,0,NW
2023-11-19 10:12:28,12.26,862.65,54.53,7,12,12,4.85,0,NW
2023-11-19 10:27:28,12.67,862.4,53.43,7,13,14,4,0,NW
2023-11-19 10:42:28,13.08,862.18,52.17,9,14,14,4.41,0,NW
2023-11-19 10:57:28,13.18,862.23,51.57,8,13,14,6.15,0,NW
2023-11-19 11:12:28,13,862.25,52.61,8,13,14,6.45,0,NW
2023-11-19 11:27:28,13.21,861.9,51.67,8,15,15,5.73,0,NW
2023-11-19 11:42:28,13.62,861.87,50.79,7,12,13,5.79,0,NW
2023-11-19 11:57:28,13.55,861.67,50.55,6,10,10,6.4,0,NW
2023-11-19 12:12:28,13.75,861.59,49.84,8,12,12,6.07,0,NW
2023-11-19 12:27:28,13.94,861.44,49.3,8,11,13,5.19,0,NW
2023-11-19 12:42:28,14.33,861.38,47.99,11,17,18,6.18,0,NW
2023-11-19 12:57:28,14.08,861.25,48.15,7,10,10,5.58,0,NW
2023-11-19 13:12:28,13.93,861.07,48.68,7,11,11,6.34,0,NW
2023-11-19 13:27:28,13.86,861.12,49.4,6,10,10,5.37,0,NW
2023-11-19 13:42:28,13.98,860.9,49.66,9,12,12,5.33,0,NW
2023-11-19 13:57:28,13.95,860.75,48.88,6,9,10,5.76,0,NW
2023-11-19 14:12:28,14.7,860.33,46.41,6,8,8,6.39,0,NW
2023-11-19 14:27:28,14.56,860.29,46.34,6,8,8,7.21,0,NW
2023-11-19 14:42:28,14.15,860.25,46.83,8,10,10,6.58,0,NW
2023-11-19 14:57:28,13.8,859.95,47,4,6,6,7.83,0,NW
2023-11-19 15:12:28,13.75,860.03,47.33,4,6,6,7.5,0,NW
2023-11-19 15:27:28,13.99,860.17,46.55,4,8,8,6.35,0,NW
2023-11-19 15:42:28,14.02,860.29,46.56,4,7,7,6.09,0,NW
2023-11-19 15:57:28,14.05,859.95,46.03,5,7,9,5.26,0,NW
2023-11-19 16:12:28,13.84,860.02,46.39,7,13,15,5.45,0,NW
2023-11-19 16:27:28,13.83,859.93,46.54,6,10,10,5.73,0,NW
2023-11-19 16:42:28,13.61,859.93,47.33,5,8,9,4.79,0,NW
2023-11-19 16:57:28,13.47,859.84,47.45,6,11,11,6.34,0,NW
2023-11-19 17:12:28,13.19,859.57,48.37,8,11,11,4.46,0,NW
2023-11-19 17:27:28,13.18,859.45,47.78,8,11,14,5.08,0,NW
2023-11-19 17:42:28,13.31,859.15,46.54,7,12,13,5.07,0,NW
2023-11-19 17:57:28,13.09,859.22,47.59,5,8,9,4.76,0,NW
2023-11-19 18:12:28,13.07,858.98,47.64,7,10,10,5.56,0,NW
2023-11-19 18:27:28,13.09,858.92,47.27,7,10,10,5.48,0,NW
2023-11-19 18:42:28,13.31,858.99,46.43,4,6,6,6.49,0,NW
2023-11-19 18:57:28,13.25,858.85,46.53,6,9,9,5.96,0,NW
2023-11-19 19:12:28,13.1,858.62,46.9,6,9,9,5.95,0,NW
2023-11-19 19:27:28,13.44,858.49,45.67,6,7,7,6.31,0,NW
2023-11-19 19:42:28,13.57,858.18,45.09,7,11,11,5.64,0,NW
2023-11-19 19:57:28,13.88,857.98,43.77,5,8,8,6.78,0,NW
2023-11-19 20:12:28,14.11,857.97,42.58,8,11,11,7.95,0,NW
2023-11-19 20:27:28,14.15,858,42.05,6,9,9,7.71,0,NW
2023-11-19 20:42:28,14.12,858.25,41.72,7,11,12,7.06,0,NW
2023-11-19 20:57:28,14.19,858.29,41.2,7,11,12,7.62,0,NW
2023-11-19 21:12:28,14.05,858.37,41.75,9,13,13,6.86,0,NW
2023-11-19 21:27:28,13.89,858.42,43.61,7,10,10,9.38,0,NW
2023-11-19 21:42:28,12.86,858.38,51.28,7,10,11,10.77,0,NW
2023-11-19 21:57:28,12.47,858.49,52.5,8,13,13,11.03,0,NW
2023-11-19 22:12:28,12.37,858.35,52.05,9,13,13,8.64,0,NW
2023-11-19 22:27:28,12.07,858.19,53.87,8,12,12,8.43,0,NW
2023-11-19 22:42:28,12.16,858.13,53.47,7,12,12,9.79,0,NW
2023-11-19 22:57:28,11.12,858.29,61.23,10,18,18,9.33,0,NW
2023-11-19 23:12:28,10.88,858.16,62.71,10,17,17,8.97,0,NW
2023-11-19 23:27:28,10.43,858.14,66.54,10,16,16,8.69,0,NW
2023-11-19 23:42:28,9.94,858.17,70.1,11,18,18,7.32,0,NW
2023-11-19 23:57:28,10.59,857.87,64.24,9,15,16,7.65,0,NW
2023-11-20 0:12:28,10.87,857.86,61.62,9,12,12,8.41,0,NW
2023-11-20 0:27:28,10.9,857.73,61.41,9,13,13,8.36,0,NW
2023-11-20 0:42:28,10.94,857.65,60.91,8,12,12,6.48,0,NW
2023-11-20 0:57:28,11.21,857.27,59.51,5,8,8,7.23,0,NW
2023-11-20 1:12:28,11.4,857.08,58.34,9,13,13,7.09,0,NW
2023-11-20 1:27:28,11.63,856.77,57.75,7,9,9,7.24,0,NW
2023-11-20 1:42:28,11.64,856.73,60.25,6,9,9,8.1,0,NW
2023-11-20 1:57:28,11.93,856.51,58.01,6,10,10,7.47,0,NW
2023-11-20 2:12:28,12.06,856.41,57.42,4,7,7,8.19,0,NW
2023-11-20 2:27:28,12.11,856.11,58.08,3,5,5,8.78,0,NW
2023-11-20 2:42:28,11.61,856.07,62.64,3,4,4,9.91,0,NW
2023-11-20 2:57:28,11.85,855.89,61.07,3,4,6,10.33,0,NW
2023-11-20 3:12:28,11.91,855.65,60.89,2,3,3,10.74,0,NW
2023-11-20 3:27:28,12.02,855.46,60.34,3,5,5,10.27,0,NW
2023-11-20 3:42:28,12.26,855.45,58.95,2,3,3,8.69,0,NW
2023-11-20 3:57:28,12.23,855.59,59.74,4,7,7,8.13,0,NW
2023-11-20 4:12:28,12.23,855.3,60.62,7,10,13,8.31,0,NW
2023-11-20 4:27:28,12.31,855.11,60.25,8,11,11,8.75,0,NW
2023-11-20 4:42:28,12.29,855.14,60.07,7,11,11,7.7,0,NW
2023-11-20 4:57:28,12.52,854.78,59.03,8,14,14,9.23,0,NW
2023-11-20 5:12:28,12.54,854.7,58.89,9,13,13,6.61,0,NW
2023-11-20 5:27:28,12.69,854.56,57.98,7,11,11,7.67,0,NW
2023-11-20 5:42:28,12.67,854.58,58.16,8,13,15,10.03,0,NW
2023-11-20 5:57:28,12.62,854.67,58.46,9,14,14,7.56,0,NW
2023-11-20 6:12:28,12.47,854.64,59.5,10,15,15,7.89,0,NW
2023-11-20 6:27:28,12.14,854.7,61.57,10,16,17,8.24,0,NW
2023-11-20 6:42:28,12.07,854.41,61.82,8,13,14,7.41,0,NW
2023-11-20 6:57:28,11.9,854.36,63.23,8,13,13,6.23,0,NW
2023-11-20 7:12:28,11.7,854.51,63.4,10,14,14,5.42,0,NW
2023-11-20 7:27:28,11.67,854.42,63.26,8,15,16,5.3,0,NW
2023-11-20 7:42:28,11.8,854.33,62.24,9,13,14,4.92,0,NW
2023-11-20 7:57:28,12.32,854.12,59.32,10,13,13,7.06,0,NW
2023-11-20 8:12:28,11.91,854.32,61.56,11,17,20,5.12,0,NW
2023-11-20 8:27:28,11.77,854.42,62.45,10,15,16,4.42,0,NW
2023-11-20 8:42:28,11.87,854.31,61.83,10,14,15,4.8,0,NW
2023-11-20 8:57:28,12,854.08,61.01,10,15,15,3.38,0,NW
2023-11-20 9:12:28,12.05,854.01,61.04,11,16,16,3.77,0,NW
2023-11-20 9:27:28,12.56,853.92,58.31,12,17,18,3.95,0,NW
2023-11-20 9:42:28,12.61,853.97,58.25,11,18,18,3.86,0,NW
2023-11-20 9:57:28,12.66,853.9,58.23,14,18,18,3.53,0,NW
2023-11-20 10:12:28,12.81,853.87,57.56,11,16,16,3.3,0,NW
2023-11-20 10:27:28,13.17,853.57,56.2,11,16,16,3.81,0,NW
2023-11-20 10:42:28,13.24,853.43,56.48,12,19,19,4.45,0,NW
2023-11-20 10:57:28,13.15,853.3,57.05,11,15,17,3.73,0,NW
2023-11-20 11:12:28,13.03,853,57.3,11,19,19,4.17,0,NW
2023-11-20 11:27:28,12.97,852.52,56.97,8,13,13,4.95,0,NW
2023-11-20 11:42:28,12.84,852.72,57.98,10,16,17,4.15,0,NW
2023-11-20 11:57:28,12.98,852.58,58.02,11,17,19,4.07,0,NW
2023-11-20 12:12:28,12.75,852.58,59.15,13,20,22,5.96,0,NW
2023-11-20 12:27:28,12.4,852.35,61.27,10,12,12,5.39,0,NW
2023-11-20 12:42:28,11.89,852.23,64.73,5,8,9,6.56,0,NW
2023-11-20 12:57:28,11.47,852.09,67.84,6,9,9,6.13,0,NW
2023-11-20 13:12:28,11.15,851.95,71.81,10,16,16,5.14,0,NW
2023-11-20 13:27:28,10.77,851.63,77.07,9,17,17,3.67,0,NW
